stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,8.34,0,0,0.83,2.5,0.83
3dpf,71.26,0.57,0.57,0,2.3,0
5dpf,16.54,0,0.52,0,2.58,1.03
10dpf,34.51,0.63,0,0,0,0
