stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,15.01,0.83,2.5,1.67,19.18,1.67,4.17,1.67
3dpf,15.52,0,0,1.72,10.92,0,0,1.15
5dpf,2.07,1.03,1.55,0.52,11.37,1.55,1.55,7.75
10dpf,10.04,0,0.63,0,1.26,0,0,0.63
