stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0.83,0,0.83
3dpf,6.32,0.57,0.57,1.15,0
5dpf,2.07,0,1.03,4.65,0.52
