stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,4.17,0,0,0,1.67,0,0,0
3dpf,69.53,0,0,1.15,1.72,0,0,0
5dpf,4.13,1.03,1.03,0,2.07,0.52,0.52,0.52
10dpf,92.25,0,1.88,0,0.63,0.63,1.26,0
