stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,1.67,0.83,0,0,0.83
3dpf,4.6,0,0,14.37,0,0.57,0
5dpf,0,0.52,0,8.27,0.52,0,2.07
10dpf,0.63,0,0,14.43,0,0,0
