stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,0,0,0,0,3.86,0
24hpf,2,0,0,0,0,0,0
2dpf,2.5,0,0,0,0,0,0
3dpf,32.75,0,0.57,1.72,0.57,0,0
5dpf,2.07,0.52,0,3.1,0.52,1.03,0.52
10dpf,17.57,0.63,0,0.63,0,0,0
