stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,1,0,0,0,0,0
2dpf,0,0,7.51,0,0.83,0,0,0
3dpf,0,0.57,2.3,0,0,0.57,0,0
5dpf,0,0,40.31,0.52,0,0,0.52,0.52
10dpf,3.14,0.63,52.71,0,0,1.88,0,1.26
