stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,8.34,0,0.83,0,1.67
3dpf,3.45,0,0,0,0
5dpf,2.07,0.52,0,1.03,2.07
10dpf,3.77,0,0,1.26,0.63
