stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,72.26,0,0,0,0,0,0,0,30.97,0
12hpf,129.16,5.78,3.86,1.93,21.21,7.71,0,0,133.01,23.13
14hpf,113.69,6.69,13.38,13.38,13.38,20.06,3.34,3.34,60.19,23.41
16hpf,141.51,2.05,20.51,16.41,41.02,10.25,8.2,2.05,131.25,20.51
19hpf,137.92,2.19,2.19,6.57,17.51,8.76,4.38,0,41.59,17.51
24hpf,120,2,7,3,22,11,5,0,115,27
2dpf,101.76,9.17,9.17,13.35,40.87,100.92,21.69,1.67,59.22,32.53
3dpf,422.36,16.09,10.34,10.34,4.6,116.65,6.32,0,15.52,24.71
5dpf,84.24,5.69,56.33,40.83,18.61,205.7,14.47,7.24,76.49,164.35
10dpf,255.41,23.22,53.34,44.55,18.83,297.45,17.57,0,53.97,52.09
