stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,1.67,0,0,4.17,0.83
3dpf,0.57,0,1.72,0,0
5dpf,0,0.52,0.52,3.62,0
10dpf,4.39,0,2.51,1.26,0
