stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1414.24,10.32,0,0,237.43,0,0,20.65,474.86,660.67
12hpf,55.9,0,0,0,25.06,0,0,3.86,5.78,17.35
14hpf,247.45,3.34,6.69,0,33.44,0,0,3.34,63.53,53.5
16hpf,715.74,10.25,28.71,18.46,244.05,8.2,20.51,6.15,223.54,198.93
19hpf,2493.48,10.95,17.51,26.27,328.38,4.38,19.7,6.57,107.27,341.51
24hpf,919,5,99,20,280,8,9,1,44,74
2dpf,548.82,7.51,28.36,35.03,487.93,67.56,18.35,1.67,37.53,78.4
3dpf,445.35,2.87,1.72,3.45,6.32,10.92,0.57,0,2.3,5.17
5dpf,39.28,2.07,27.39,6.72,24.29,13.44,0.52,2.07,12.92,14.99
10dpf,47.06,0.63,7.53,0.63,0,0.63,0,0,0,0.63
