stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,10.32,10.32
12hpf,7.71,0,0,1.93,0,1.93,0,0,5.78,0
14hpf,0,0,3.34,3.34,0,0,0,0,0,0
16hpf,24.61,0,4.1,4.1,2.05,4.1,2.05,0,10.25,8.2
19hpf,30.65,0,0,2.19,6.57,2.19,0,0,2.19,2.19
24hpf,58,1,3,2,13,9,2,1,25,9
2dpf,130.95,4.17,10.01,22.52,63.39,131.78,25.02,0.83,40.87,55.05
3dpf,559.7,9.77,5.17,13.79,6.9,125.27,6.9,0,13.79,25.28
5dpf,77.01,5.17,29.98,35.66,15.5,184.51,13.44,7.24,44.96,129.72
10dpf,168.81,5.02,17.57,16.32,7.53,64.01,5.02,0,20.71,20.08
