stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,5.84,0,2.5,3.34
3dpf,0.57,0.57,1.15,4.6
5dpf,2.58,0,1.55,8.27
10dpf,0.63,0,0.63,3.14
