stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
3dpf,0.57,0,0,1.15,3.45
5dpf,0,0,0.52,1.03,30.49
10dpf,0.63,0.63,0,0,8.16
