stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
24hpf,0,0,1,0,0
2dpf,1.67,0,11.68,0,0.83
3dpf,0.57,0,7.47,0,0
5dpf,0.52,1.55,47.03,2.07,0.52
10dpf,0,0,16.32,0,0
