stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.83,0,16.68,0,0,0.83
3dpf,1.15,0,0,0,0,1.15
5dpf,0,0,0,0,0.52,5.17
10dpf,2.51,1.26,0,0.63,0,5.65
