stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,2.5
3dpf,12.07,0.57,1.72,0
5dpf,2.07,1.55,0.52,8.27
10dpf,3.14,0.63,0,0.63
