stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2.5,0,1.67,5,0.83
3dpf,0.57,1.15,0,5.17,0
5dpf,1.03,1.03,0.52,4.13,0
10dpf,0,0.63,0,1.26,0
