stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,423.24,0,0,0,20.65,0,0,30.97,1579.41,0
12hpf,707.48,21.21,0,38.56,44.34,0,0,57.83,1679.07,40.48
14hpf,832.62,26.75,123.72,150.47,250.79,0,40.13,53.5,1976.22,86.94
16hpf,1060.27,149.71,149.71,162.01,420.42,96.39,104.59,127.15,1946.23,418.37
19hpf,766.21,28.46,21.89,50.35,120.41,26.27,41.59,45.97,700.54,126.97
24hpf,71,5,2,12,114,28,10,15,197,6
2dpf,30.03,0,0,0,7.51,5,0.83,0,1.67,1.67
3dpf,3.45,2.3,1.15,1.15,0,5.75,0,0,0,0
5dpf,6.2,0.52,1.03,1.55,0,1.55,0.52,0,1.03,2.07
10dpf,1.88,0,4.39,1.88,0.63,3.14,0,0,0.63,0
