stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0,0,0.83
3dpf,9.77,0.57,6.9,0.57,0.57,0.57
5dpf,0.52,0,2.58,0.52,0.52,1.55
10dpf,10.67,0,5.02,0,0,0
