stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,0.83,0,1.67
3dpf,3.45,0,0,7.47,1.15,0,0
5dpf,0,0.52,0.52,7.24,0,0,1.03
10dpf,6.9,0,0,21.96,0.63,0.63,0.63
