stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,1,0
2dpf,0.83,0,0,0.83,0,4.17,0
3dpf,1.72,0,0,0,0.57,0,0
5dpf,0,0,3.62,0,2.58,1.55,0.52
10dpf,0.63,0.63,1.88,0,0.63,1.26,0
