stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,5,0,0,2.5,5,4.17,0.83,0,0
3dpf,17.24,0.57,0.57,0,5.75,2.3,0,1.15,0.57
5dpf,3.62,4.65,0.52,0.52,7.24,0.52,0,3.1,9.3
10dpf,11.92,0.63,0,0,2.51,1.88,0,0.63,1.26
