stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,0,1,0,0,0
2dpf,0.83,10.84,1.67,2.5,5.84
3dpf,0,1.72,0.57,0,1.72
5dpf,0,1.55,4.65,1.03,1.03
10dpf,0,0,1.26,0,0.63
