stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,2.19,0,0,0,0,0,0,0,0
24hpf,1,0,0,0,0,0,0,0,0
2dpf,7.51,0,1.67,0,3.34,3.34,0.83,1.67,6.67
3dpf,11.49,1.15,0,0.57,0,1.15,0,0,1.72
5dpf,3.1,0,0,1.03,1.03,1.03,0.52,0,5.17
10dpf,3.77,0,0,0,0.63,0,0,0,0.63
