stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm
2dpf,6.67,0.83,0,0.83,2.5,0.83,0
3dpf,59.76,0,0,0,4.6,0,0
5dpf,3.1,0,1.55,0.52,2.58,0,0.52
10dpf,20.08,0,0,0,1.88,0,0
