stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,75.85,0,0,0,1.15,0,0.57,1.15
5dpf,0,1.55,0.52,0.52,7.75,0.52,0,2.58
10dpf,53.97,0,0.63,0,2.51,0,0,0
