stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,0,0.83,5.84
3dpf,5.17,0,0,2.87,0,0,0.57
5dpf,0.52,4.13,0.52,0.52,0.52,0,1.03
10dpf,0.63,15.69,0.63,1.88,0,0,3.77
