stage,central_nervous_system,endoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0,0.83,10.84,0,0,0
3dpf,2.87,0,8.05,0,0,0,3.45
5dpf,0,0,8.79,0,0.52,1.55,18.61
10dpf,5.65,1.88,3.77,0.63,0,0.63,12.55
