stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,2,0,0,0,0,0
2dpf,3.34,0,7.51,0,5,1.67,0,0.83
3dpf,5.17,0,9.19,0,0,2.3,0.57,0
5dpf,0.52,0,21.19,0.52,0.52,3.1,0,1.55
10dpf,4.39,1.88,112.33,1.26,3.14,1.26,0,0
