stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
3dpf,0.57,0.57,3.45,0,0
5dpf,1.55,0,22.74,1.03,4.65
10dpf,4.39,0,15.06,0.63,9.41
