stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,3
2dpf,1.67,0,0.83,0,0,1.67,32.53
3dpf,5.75,0.57,0,0,3.45,0,12.07
5dpf,0,0,1.55,0.52,5.17,0.52,48.58
10dpf,6.28,0.63,1.88,0,7.53,0,2.51
