stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
14hpf,0,0,0,0,0,3.34
19hpf,0,0,0,0,0,2.19
2dpf,0.83,0,0,0,0,78.4
3dpf,5.75,0,0,0,0,13.79
5dpf,1.03,0,1.55,0.52,7.75,74.94
10dpf,3.77,0.63,0.63,0.63,0,10.67
