stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,1,0,0,0,0
2dpf,1.67,0,0.83,0.83,0,0,0
3dpf,30.46,1.15,0.57,0,2.3,0,0
5dpf,0,0.52,8.27,0,3.1,0.52,1.03
10dpf,13.18,0,2.51,0.63,8.16,0,0
