stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
16hpf,0,0,10.25,0,0,0,0,0
19hpf,0,0,35.03,0,0,0,0,0
24hpf,0,0,48,2,0,0,0,0
2dpf,8.34,0,9.17,0.83,0.83,2.5,0.83,1.67
3dpf,1.15,0.57,6.9,0.57,0.57,0.57,0,0
5dpf,2.58,5.69,71.32,7.75,1.03,0.52,1.55,4.65
10dpf,2.51,4.39,29.49,3.77,0,0.63,0.63,1.88
