stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0
3dpf,1.15,0,0,0,0
5dpf,0,1.55,0.52,0.52,2.58
10dpf,0,0.63,0,0,5.02
