stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0,0,0,0.83
3dpf,0,0,5.75,0,0,0
5dpf,0.52,0,18.09,0.52,0,1.55
10dpf,0,0.63,53.97,0.63,0.63,0
