stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,41.29
12hpf,0,3.86,0,0,0,0,0,0,0,0
14hpf,0,0,0,0,0,0,0,0,0,13.38
16hpf,2.05,0,0,0,0,0,0,0,0,28.71
19hpf,0,0,0,0,0,0,0,0,0,91.95
24hpf,0,1,1,0,0,0,0,0,0,22
2dpf,10.01,0.83,0.83,5,10.84,15.85,4.17,0.83,2.5,110.93
3dpf,17.24,14.37,0.57,1.72,2.87,25.28,0,0,1.15,137.34
5dpf,11.89,19.12,2.07,14.99,6.72,42.9,6.2,3.1,5.17,377.8
10dpf,19.45,20.08,0.63,5.02,1.88,26.36,4.39,0,6.28,133.66
