stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
2dpf,5.84,0,0.83,0.83
3dpf,19.54,0,0,1.15
5dpf,1.03,0,0.52,3.1
10dpf,1.88,0.63,0,1.26
