stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,2.05,6.15
19hpf,0,0,0,0,0,0,0,15.32
24hpf,2,0,0,0,1,0,0,2
2dpf,12.51,0,0.83,0.83,8.34,0.83,0,3.34
3dpf,99.99,0,0.57,0.57,6.9,0,0,2.87
5dpf,6.72,0.52,1.55,0.52,11.89,0.52,1.55,15.5
10dpf,53.97,1.26,1.26,0,1.88,0.63,0,1.88
