stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,103.23,20.65,0,0,113.55,10.32,0,0,51.61,134.2
12hpf,215.91,19.28,0,21.21,117.59,19.28,0,3.86,127.23,150.36
14hpf,23.41,0,3.34,3.34,3.34,0,0,0,20.06,30.09
16hpf,36.91,16.41,8.2,8.2,63.58,8.2,2.05,6.15,45.12,43.07
19hpf,111.65,2.19,0,4.38,15.32,8.76,0,0,10.95,32.84
24hpf,132,8,14,21,85,19,5,0,24,28
2dpf,109.26,10.84,10.84,69.23,186,118.44,19.18,0,59.22,137.62
3dpf,120.1,6.9,2.3,20.11,8.05,37.35,2.87,0,11.49,12.07
5dpf,48.58,11.89,16.02,53.23,33.59,173.65,5.69,7.24,54.78,108.02
10dpf,40.79,6.28,6.28,38.91,2.51,33.89,3.77,0,6.9,21.34
