stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.5,0,0,0,40.87
3dpf,0.57,0,0.57,0,23.56
5dpf,0.52,0.52,1.55,0.52,77.52
10dpf,1.88,0,0,0,9.41
