stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,3.34,0,0,0,0,0,0,0
2dpf,5,0,0,1.67,2.5,0,1.67,3.34
3dpf,18.96,0,0,0.57,7.47,0,0.57,0.57
5dpf,2.07,0,1.03,1.03,7.24,0.52,0.52,1.55
10dpf,15.06,0.63,0,1.26,4.39,0,0,0.63
