stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,3.34,0,0,0.83,0.83,0,0.83
3dpf,76.43,0,0,1.72,0,0,0
5dpf,24.81,0.52,1.03,3.1,0.52,0.52,0
10dpf,55.85,0,0,0.63,0,0,0
