stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0.83,0,0,0.83
3dpf,0,1.15,1.72,0,0
5dpf,0.52,4.65,3.1,0,0
10dpf,0.63,12.55,0.63,1.26,0
