stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,258.07,10.32,0,0,123.88,0,0,0,82.58,51.61
12hpf,273.74,21.21,7.71,15.42,140.73,23.13,0,26.99,121.45,77.11
14hpf,284.23,3.34,20.06,40.13,66.88,20.06,3.34,3.34,86.94,50.16
16hpf,219.44,4.1,14.36,12.3,63.58,22.56,8.2,10.25,94.34,26.66
19hpf,284.59,0,2.19,8.76,19.7,13.14,0,0,10.95,10.95
24hpf,103,0,2,3,21,9,1,2,8,11
2dpf,342.81,4.17,17.52,40.87,192.67,204.35,21.69,5.84,64.22,52.55
3dpf,762.55,10.34,14.37,9.77,16.66,205.72,6.9,0,13.79,14.94
5dpf,69.77,11.37,26.36,27.39,20.67,186.06,14.99,10.34,29.46,75.97
10dpf,252.9,12.55,43.3,14.43,5.65,140.57,7.53,0,17.57,15.69
