stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.83,4.17,0.83,0
3dpf,1.15,0,1.15,0,0.57
5dpf,0,0.52,0.52,0.52,2.58
10dpf,1.26,0,0,0,0
