stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,113.55,0,0,0,41.29,0,0,10.32,30.97,41.29
12hpf,838.57,13.49,5.78,15.42,142.65,21.21,3.86,36.63,229.4,179.28
14hpf,565.11,3.34,26.75,0,6.69,3.34,3.34,3.34,33.44,40.13
16hpf,426.57,16.41,28.71,4.1,59.47,24.61,6.15,4.1,73.83,57.42
19hpf,1147.13,2.19,10.95,2.19,30.65,8.76,6.57,2.19,8.76,72.24
24hpf,981,2,51,23,93,52,20,3,47,46
2dpf,483.76,15.01,40.87,47.54,269.41,317.78,43.37,4.17,94.25,106.76
3dpf,1194.69,13.79,10.92,18.39,14.94,217.79,13.22,0,19.54,41.37
5dpf,149.36,8.79,71.32,34.63,52.2,298.21,23.77,11.89,72.36,145.23
10dpf,402.25,13.18,50.2,35.14,24.47,267.96,13.18,0,38.28,43.3
