stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,237.43,0,10.32,0,41.29,0,0,0,10.32,41.29
12hpf,171.57,5.78,7.71,15.42,30.84,15.42,0,17.35,42.41,36.63
14hpf,678.8,6.69,60.19,76.91,76.91,103.66,3.34,13.38,177.22,224.04
16hpf,258.4,18.46,20.51,36.91,65.63,63.58,10.25,18.46,100.49,84.08
19hpf,650.19,2.19,4.38,21.89,70.05,37.22,43.78,6.57,28.46,148.86
24hpf,745,10,200,66,118,99,64,5,298,148
2dpf,1001.73,19.18,115.94,152.64,379.5,752.34,130.12,26.69,256.9,410.37
3dpf,2556.02,34.48,91.94,74.13,77.58,960.23,32.75,0.57,69.53,228.71
5dpf,395.89,57.37,183.47,226.89,76.49,900.32,71.84,61.5,178.31,824.34
10dpf,1622.8,104.8,340.12,271.72,99.78,1384.97,83.46,4.39,226.54,362.71
