stage,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.83,0,4.17
3dpf,1.15,0.57,0,1.15,2.3
5dpf,0.52,10.85,0,0,10.85
10dpf,1.26,7.53,0,0,0
