stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,51.61,10.32,0,0,0,0
12hpf,50.12,0,0,1.93,17.35,17.35,0,0,0,0
14hpf,1066.69,0,0,107,23.41,6.69,0,0,6.69,6.69
16hpf,1392.51,12.3,2.05,51.27,24.61,4.1,2.05,4.1,36.91,90.24
19hpf,4356.48,2.19,0,21.89,6.57,2.19,0,2.19,4.38,24.08
24hpf,3043,0,30,25,73,21,8,4,153,129
2dpf,1104.32,2.5,14.18,32.53,135.12,232.71,27.52,1.67,45.87,55.05
3dpf,2264.68,4.6,8.05,10.92,4.6,233.88,2.3,0,6.32,10.34
5dpf,212.93,3.62,11.37,25.84,12.92,237.22,5.17,4.13,16.54,53.75
10dpf,799.48,2.51,5.02,11.3,3.14,149.35,3.14,0,6.9,4.39
