stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,1.67,0,26.69
3dpf,8.05,0,3.45,1.15,2.87
5dpf,1.03,0.52,1.55,0,9.3
10dpf,2.51,0.63,0.63,0,3.14
