stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,11.68,0,0,0,5,12.51,4.17,4.17
3dpf,4.6,0,0,0,0.57,1.15,0.57,0
5dpf,1.55,0.52,0.52,0.52,0,1.03,0.52,0
10dpf,5.02,0,0,0,0,1.88,0,0
