stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,41.29,10.32,0,0,10.32,92.91
12hpf,50.12,7.71,0,7.71,30.84,7.71,0,15.42,46.27,52.05
14hpf,150.47,10.03,6.69,26.75,26.75,13.38,0,16.72,26.75,257.48
16hpf,133.3,10.25,16.41,41.02,77.93,14.36,2.05,8.2,49.22,149.71
19hpf,199.22,0,4.38,13.14,45.97,8.76,2.19,4.38,6.57,341.51
24hpf,149,5,105,41,64,33,14,1,23,96
2dpf,250.22,7.51,96.75,80.91,192.67,349.48,46.71,3.34,108.43,542.98
3dpf,318.35,27.01,54.02,52.87,36.2,538.44,19.54,0,35.63,253.42
5dpf,192.78,50.65,218.1,173.65,56.85,715.29,50.13,34.11,126.11,1258.48
10dpf,526.5,89.11,336.99,188.89,75.3,802.61,50.83,0.63,108.56,367.73
