stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,6.69,0,0
2dpf,1.67,0,0,1.67,7.51,0,1.67,0.83
3dpf,21.84,0,0,1.72,6.9,0,1.15,1.15
5dpf,1.55,0.52,0.52,0.52,8.79,0,2.07,4.65
10dpf,6.9,1.26,0,0,4.39,0,0,0.63
