stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,3,0,0,0,0,1,0,0
2dpf,28.36,0.83,1.67,0,3.34,10.01,1.67,1.67
3dpf,352.26,0,0.57,0.57,0.57,6.9,1.15,0
5dpf,10.34,0,0.52,1.55,1.55,6.72,2.58,1.55
10dpf,58.99,1.26,0,1.26,0,1.88,0,0
