stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1001.33,92.91,20.65,0,701.96,72.26,0,185.81,402.59,237.43
12hpf,1530.63,163.86,11.57,98.32,985.08,200.49,5.78,339.28,493.5,437.6
14hpf,899.5,70.22,43.47,163.85,548.39,147.13,13.38,143.79,160.51,404.61
16hpf,832.63,153.81,32.81,215.34,805.97,250.2,12.3,194.83,200.98,621.4
19hpf,1622.19,45.97,8.76,192.65,663.32,214.54,35.03,76.62,72.24,842.84
24hpf,677,56,14,309,735,310,39,35,179,200
2dpf,935,41.7,18.35,329.46,940,1685.67,124.28,30.86,386.18,353.65
3dpf,938.97,41.37,19.54,147.68,172.39,2102.63,51.72,1.72,117.23,175.84
5dpf,641.9,74.94,56.85,469.8,189.16,2275.6,122.49,92.51,265.13,888.95
10dpf,902.39,72.17,37.02,353.3,149.35,2496.95,99.15,4.39,241.6,215.87
