stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.83,0.83,0,2.5,0
3dpf,1.72,0,0,1.15,0,0.57,0.57
5dpf,0.52,0.52,0,1.03,1.03,4.13,0
10dpf,1.88,0,0.63,0,0,15.06,0
