stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,0,0,0.83,0
3dpf,0,0,0,0,0.57,0.57,0,0
5dpf,0,0.52,1.55,0.52,0.52,0,0.52,2.58
10dpf,0.63,1.88,1.88,0,0.63,0,0,3.77
