stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,18.35,0.83,0,0
3dpf,2.3,0,0,13.22,0.57,0,0
5dpf,0.52,0.52,0.52,40.83,2.07,0.52,0.52
10dpf,0,0,0,8.79,0,0,0
