stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,144.52,10.32,0,0,30.97,10.32,0,0,51.61,51.61
12hpf,210.12,15.42,0,11.57,79.04,11.57,1.93,21.21,107.95,86.75
14hpf,76.91,0,6.69,10.03,10.03,6.69,3.34,0,23.41,36.78
16hpf,164.07,4.1,6.15,8.2,32.81,16.41,10.25,10.25,71.78,47.17
19hpf,179.51,0,0,10.95,6.57,4.38,0,2.19,6.57,8.76
24hpf,127,1,2,5,38,13,4,1,15,11
2dpf,261.9,2.5,9.17,30.03,144.3,182.66,23.35,5,62.56,55.88
3dpf,671.19,9.19,11.49,16.66,21.84,258.02,5.17,0,12.64,33.33
5dpf,53.23,6.2,20.67,32.04,17.06,156.08,17.06,7.75,34.11,93.55
10dpf,175.08,8.79,23.22,23.85,11.3,148.1,6.28,0,18.83,29.49
