stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0.83,1.67,0,0,0.83,1.67
3dpf,2.3,0,0,0,1.72,0.57,0,0,0.57
5dpf,1.55,0.52,1.03,0.52,2.07,0,0.52,0.52,2.07
10dpf,5.65,0.63,2.51,0,2.51,0,0,0.63,2.51
