stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,113.55,0,0,0,20.65,0,0,0,41.29,61.94
12hpf,437.6,9.64,3.86,11.57,100.24,25.06,0,28.92,250.61,131.09
14hpf,163.85,3.34,3.34,3.34,33.44,6.69,0,0,40.13,23.41
16hpf,200.98,6.15,14.36,24.61,79.98,30.76,4.1,12.3,118.95,94.34
19hpf,192.65,0,0,6.57,21.89,6.57,4.38,0,17.51,10.95
24hpf,149,1,3,8,40,18,14,0,31,14
2dpf,377,12.51,24.19,51.71,143.46,311.94,32.53,9.17,110.93,111.77
3dpf,848.75,9.19,7.47,12.64,15.52,226.41,9.77,0,19.54,38.5
5dpf,89.41,12.92,40.83,34.63,21.71,201.05,18.61,13.95,36.69,150.91
10dpf,170.69,10.04,24.47,17.57,8.16,106.68,4.39,0.63,16.94,22.59
