stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0,0,10.01
3dpf,0,0,0,0.57,0.57,0,0
5dpf,0,0,2.58,1.55,0.52,0.52,3.1
10dpf,0,0.63,0,0.63,0,0,0
